SITE,evap_anom,midsoil_anom,topsoil_anom,deepsoil_anom,Mean_cattle_density,s0_trend,sd_trend,ss_trend,e0_trend,c3_c4ratio,AHGF_FPC,Dryag_prop,Irriag_prop,racLdry_trend,EVItrend
336,0.029931908,-0.162361364,-0.109739625,-0.010684097,25.91855,-0.007795912,-0.189624837,-0.350521498,-0.021198561,0.251070165,0.0656,0,0,NA,-0.000349223
337,0.030039452,-0.096223852,-0.106816926,-0.009126375,9.206485,-0.001807746,-0.211647788,-0.322468851,-0.022352754,0.250816338,0.01581,0,0,NA,-0.000391681
338,0.030039452,-0.096223852,-0.106816926,-0.009126375,9.206485,-0.001807746,-0.211647788,-0.322468851,-0.022352754,0.218519687,0.01581,0,0,NA,-7.80E-05
339,0.031463463,-0.197703562,-0.098306071,-0.040302705,22.79355,-0.003008464,-0.917173674,-0.535609069,-0.010727951,0.213234419,0.0122,0,0,-0.605176023,-0.000466431
340,0.030592188,-0.233200753,-0.132072507,-0.012344633,9.51464,-0.021633562,-0.621460029,-0.489427926,-0.025194078,0.221105989,0.10255,0,0,0.793411925,-0.000107574
341,0.030151369,-0.201299268,-0.134880792,-0.014281773,27.3248,-0.024973062,-0.246407369,-0.341395682,-0.019901396,0.216360067,0.06649,0,0,0.285302356,-0.000276715
342,0.032309248,-0.12488557,-0.097423738,-0.052512773,15.87225,0.002186431,-0.780723183,-0.35437902,-0.021389535,0.229021229,0.09679,0,0,-0.057248964,-0.000261905
343,0.032515297,-0.181003971,-0.096065061,-0.065332903,26.80115,-0.001533061,-1.227877452,-0.583656063,-0.018242912,0.229127545,0.15651,0,0,-0.31274449,-0.000481469
344,0.032515297,-0.181003971,-0.096065061,-0.065332903,26.80115,-0.001533061,-1.227877452,-0.583656063,-0.018242912,0.213340548,0.02449,0,0,-0.073849155,-0.000528194
345,0.027565185,-0.190865969,-0.154645239,0.008399901,23.0959,-0.046437241,-0.12353313,-0.450932526,-0.023688111,0.232604652,0.18514,0,0,0.021104251,-0.000279197
346,0.030151369,-0.201299268,-0.134880792,-0.014281773,27.3248,-0.024973062,-0.246407369,-0.341395682,-0.019901396,0.216270374,0.06649,0,0,0.320700055,-0.00013173
347,0.029757722,-0.080275566,-0.102916941,-0.014672543,22.1061,-0.002638012,-0.138680072,-0.271944897,-0.020072069,0.226153363,0.25404,0,0,NA,4.17E-05
348,0.031381765,-0.120874875,-0.096041664,-0.053720634,9.55913,0.001150772,-0.674982892,-0.287506199,-0.020146513,0.21851834,0.04167,0,0,0.247544811,-0.000159803
349,0.031381765,-0.120874875,-0.096041664,-0.053720634,9.55913,0.001150772,-0.674982892,-0.287506199,-0.020146513,0.218754036,0.04544,0,0,0.255812669,-0.000335008
350,0.027565185,-0.190865969,-0.154645239,0.008399901,23.0959,-0.046437241,-0.12353313,-0.450932526,-0.023688111,0.221271275,0.10255,0,0,0.091258869,-0.000402427
351,0.029931908,-0.162361364,-0.109739625,-0.010684097,25.91855,-0.007795912,-0.189624837,-0.350521498,-0.021198561,0.250943917,0.0656,0,0,NA,-0.00072745
352,0.032309248,-0.12488557,-0.097423738,-0.052512773,15.87225,0.002186431,-0.780723183,-0.35437902,-0.021389535,0.218720958,0.06681,0,0,-0.525881023,-0.000337876
353,0.032515297,-0.181003971,-0.096065061,-0.065332903,26.80115,-0.001533061,-1.227877452,-0.583656063,-0.018242912,0.213359339,0.02449,0,0,0.260825471,-0.000540483
354,0.030406584,-0.223526168,-0.13173178,-0.009257809,10.8206,-0.027238559,-0.386917882,-0.55910146,-0.020716774,0.21608428,0.33701,0,0,-0.055769384,-0.00034971
355,0.031876335,-0.144179413,-0.105798749,-0.018612956,22.1061,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.254010737,0.25404,0,0,NA,5.37E-06
356,0.031222293,-0.163372023,-0.112144094,-0.009925942,25.91855,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.226281347,0.05163,0,0,NA,-0.000597827
357,0.031222293,-0.163372023,-0.112144094,-0.009925942,25.91855,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.250886957,0.0656,0,0,NA,-0.000270125
358,0.031454695,-0.16575056,-0.100603602,-0.044339923,15.87225,0.000804544,-0.794414946,-0.351690077,-0.015472902,0.218761764,0.18389,0,0,-0.398541858,-0.000654843
359,0.031454695,-0.16575056,-0.100603602,-0.044339923,15.87225,0.000804544,-0.794414946,-0.351690077,-0.015472902,0.228939082,0.09679,0,0,-0.31902592,-0.000691397
360,0.030857795,-0.133407182,-0.115625929,-0.001098056,79.29625,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.204332682,0.0704,0,0,-0.105105594,-0.00050377
361,0.031023743,-0.255207801,-0.142151784,-0.015176293,17.2467,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.209206699,0.0982,0.398223071,0,-0.184330245,-0.00089169
362,0.031954833,-0.224126328,-0.123826889,-0.095189009,27.3248,-0.014244213,-0.779161457,-0.374589179,-0.020773568,0.216428033,0.06519,0.459937049,0,-0.036101654,-0.000496495
363,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.253875349,0.03615,0,0,NA,-7.85E-05
364,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.250970224,0.01581,0,0,NA,-0.000226913
365,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218615415,0.06681,0,0,-0.522977337,8.64E-05
366,0.031454695,-0.16575056,-0.100603602,-0.044339923,24.3859,0.000804544,-0.794414946,-0.351690077,-0.015472902,0.228971018,0.09679,0,0,-0.21652974,-0.000563167
367,0.031454695,-0.16575056,-0.100603602,-0.044339923,24.3859,0.000804544,-0.794414946,-0.351690077,-0.015472902,0.228955843,0.09679,0,0,-0.21652974,-0.00093039
368,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.213344752,0.02449,0,0,-0.49179855,-0.000578357
369,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.213151421,0.12292,0,0,-0.30027652,-0.000443354
370,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.204415834,0.0166,0,0,-0.200987035,-0.00022802
371,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.204393399,0.0704,0,0,-0.253459312,-0.000300268
372,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.20887443,0.02695,0.353136501,0,-0.278566654,-0.000892387
373,0.031954833,-0.224126328,-0.123826889,-0.095189009,20.3796,-0.014244213,-0.779161457,-0.374589179,-0.020773568,0.215996729,0.06649,0,0,-0.162612401,0.00013484
374,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.218525341,0.05761,0,0,NA,-0.000549133
375,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.213182782,0.12292,0,0,-0.259834869,-0.000418054
376,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.213187273,0.12292,0,0,0.12864907,0.000229089
377,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.209590398,0.07792,0,0,0.117712039,-0.000574517
378,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.219810455,0.0982,0.398223071,0,0.085742044,-0.001210328
379,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.21991116,0.0982,0.398223071,0,0.410973465,-0.000961644
380,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.25097762,0.08089,0,0,NA,-0.000854076
381,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.250979106,0.05996,0,0,NA,-0.000478989
382,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218513718,0.04167,0,0,-0.161620616,-0.000362805
383,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218629189,0.18541,0,0,-0.072672235,0.000387688
384,0.031454695,-0.16575056,-0.100603602,-0.044339923,24.3859,0.000804544,-0.794414946,-0.351690077,-0.015472902,0.218621159,0.18541,0,0,-0.072672235,2.14E-05
385,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.213276191,0.02449,0,0,-0.393500679,-0.00056726
386,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.213240847,0.12292,0,0,0.168074917,-5.64E-05
387,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.204387282,0.0166,0,0,-0.194722912,-0.000213728
388,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.204400746,0.00862,0,0,-0.275872443,-0.000285474
389,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.20438844,0.03166,0,0,-0.699423081,-0.000378024
390,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.221423132,0.2998,0,0,-0.189227186,-0.000193341
391,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.209396529,0.0982,0.398223071,0,-0.06290069,-0.001772616
392,0.031954833,-0.224126328,-0.123826889,-0.095189009,20.3796,-0.014244213,-0.779161457,-0.374589179,-0.020773568,0.217152959,0.06519,0.459937049,0,0.135139424,-0.000881515
393,0.03333625,-0.203785485,-0.107449106,-0.058442315,38.09515,-0.015249233,-0.740544912,-0.350107722,-0.013491133,0.229151664,0.24783,0,0,0.489690299,-0.000591433
394,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.250966085,0.05996,0,0,NA,-0.000437628
395,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.218570431,0.05761,0,0,NA,-0.000211177
396,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218514228,0.04167,0,0,-0.161620616,-0.000939649
397,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.226138612,0.08295,0,0,NA,-0.000420745
398,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.21858344,0.05761,0,0,NA,-0.000239353
399,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218514228,0.04167,0,0,-0.097269256,-0.000939649
400,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218637801,0.09548,0,0,0.371979945,-0.000288715
401,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.213287628,0.15651,0,0,-0.179031485,-0.000490832
402,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.213256043,0.02449,0,0,-0.754858619,-0.000631728
403,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.21323342,0.0122,0,0,-0.271168456,-0.000423696
404,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.20436611,0.00862,0,0,-0.130606456,-0.000615205
405,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.20960419,0.07792,0,0,0.124789014,-0.000715456
406,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.250947876,0.04133,0,0,NA,-0.000331703
407,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218648551,0.14902,0,0,0.328362316,-0.001069369
408,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218623253,0.07493,0,0,0.328362316,-0.000616245
409,0.031454695,-0.16575056,-0.100603602,-0.044339923,24.3859,0.000804544,-0.794414946,-0.351690077,-0.015472902,0.228829482,0.10362,0,0,0.157037556,-0.001045467
410,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.228923109,0.15651,0,0,0.017107354,-0.000554136
411,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.229021302,0.15651,0,0,-0.371652445,-0.000286612
412,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.213284296,0.15651,0,0,-0.179031485,-0.000621664
413,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.213218124,0.0122,0,0,-0.271168456,-0.000522908
414,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.204398516,0.0166,0,0,0.116955626,-0.00070643
415,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.204366952,0.00862,0,0,0.116955626,-0.000342218
416,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.209387084,0.08722,0,0,-0.378706757,0.000324521
417,0.03333625,-0.203785485,-0.107449106,-0.058442315,38.09515,-0.015249233,-0.740544912,-0.350107722,-0.013491133,0.229215067,0.24783,0,0,0.229465144,-0.000416383
418,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.253931038,0.11075,0,0,NA,-0.000279996
419,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.25391103,0.11075,0,0,NA,-0.000430533
420,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.250950559,0.03479,0,0,NA,-0.000481796
421,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.250914783,0.04133,0,0,NA,-0.00064434
422,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.250868599,0.04133,0,0,NA,-0.000555384
423,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218688244,0.07493,0,0,0.288415356,-0.000509012
424,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.213300683,0.12292,0,0,0.629405283,-0.00032495
425,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.204370228,0.00862,0,0,0.036780512,-0.000828749
426,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.209620181,0.07792,0,0,0.179063129,-0.000427427
427,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.253915276,0.11075,0,0,NA,-0.000430533
428,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.250882148,0.10002,0,0,NA,-0.00064434
429,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218761742,0.07493,0,0,0.288415356,-0.000509012
430,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.218721705,0.09548,0,0,0.387375648,0.000279356
431,0.027255441,-0.222153432,-0.124185426,-0.009548303,6.918965,-0.030384242,-0.502686094,-0.830992975,-0.021264652,0.234807947,0.23324,0.000339209,0,0.138479092,-0.000535339
432,0.031954833,-0.224126328,-0.123826889,-0.095189009,20.3796,-0.014244213,-0.779161457,-0.374589179,-0.020773568,0.216092569,0.02227,0.030214605,0,0.13890129,-0.000399448
433,0.03333625,-0.203785485,-0.107449106,-0.058442315,38.09515,-0.015249233,-0.740544912,-0.350107722,-0.013491133,0.229187902,0.24783,0,0,0.716693398,-0.000194889
434,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.233029946,0.14812,0,0,NA,-0.000273679
435,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.23630307,0.10202,0,0,NA,-0.000172647
436,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.232916175,0.04133,0,0,NA,-2.97E-05
437,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.256348731,0.25349,0,0,NA,2.52E-05
438,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.207743832,0.01787,0,0,-0.333396655,-0.000431542
439,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.225922563,0.01059,0,0,0.222330213,-0.000119493
440,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.225903687,0.00606,0,0,-0.114156403,-0.000276067
441,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.220503068,0.07792,0,0,0.033656484,0.000162614
442,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.220667668,0.07792,0,0,0.033656484,-0.000422243
443,0.028199694,-0.195016401,-0.133217943,-0.000694234,14.7618,-0.028426548,-0.385465515,-0.323828239,-0.019234711,0.231588172,0.13566,0.140626221,0,0.173430772,-0.000445825
444,0.03333625,-0.203785485,-0.107449106,-0.058442315,38.09515,-0.015249233,-0.740544912,-0.350107722,-0.013491133,0.228813061,0.23046,0,0,0.320963753,-0.000119634
445,0.03333625,-0.203785485,-0.107449106,-0.058442315,38.09515,-0.015249233,-0.740544912,-0.350107722,-0.013491133,0.228684613,0.23046,0,0,-0.123786775,0.001196843
446,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.225844571,0.01059,0,0,0.085761467,-0.000392361
447,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.22587994,0.00606,0,0,0.001458576,-0.000406159
448,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.220861109,0.07792,0,0,0.007544167,-0.000200439
449,0.030953758,-0.205890129,-0.121689897,-0.079126213,21.1516,-0.019964336,-0.604506424,-0.354667882,-0.020873116,0.214590965,0.22719,0,0,-0.343560591,0.000196561
450,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.23635131,0.10202,0,0,NA,-0.000702671
451,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.236199388,0.04115,0,0,NA,-0.000219592
452,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.23294068,0.03479,0,0,NA,-0.000367242
453,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.232916897,0.03479,0,0,NA,-0.000158176
454,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.23279152,0.10002,0,0,NA,-0.000482216
455,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.256184974,0.05996,0,0,NA,-0.000362826
456,0.031590731,-0.090864606,-0.101575716,-0.054127568,20.73425,-0.00058376,-0.35053561,-0.242941233,-0.014079273,0.256218378,0.33868,0,0,0.425757037,0.000129084
457,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.225929884,0.01059,0,0,-0.101182661,-0.000392361
458,0.030857795,-0.133407182,-0.115625929,-0.001098056,36.79365,-0.003373942,-0.278379465,-0.335557323,-0.020095081,0.220789548,0.16705,0,0,-0.308424771,-0.000388786
459,0.027255441,-0.222153432,-0.124185426,-0.009548303,6.918965,-0.030384242,-0.502686094,-0.830992975,-0.021264652,0.231008706,0.23324,0.000339209,0,-0.23242444,-0.000562303
460,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.232835902,0.10002,0,0,NA,-0.000495516
461,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.207835446,0.06276,0,0,-0.548633788,-0.000592432
462,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.207713253,0.02207,0,0,0.595552991,-0.000706384
463,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.220759019,0.16705,0,0,0.144034296,-0.000281954
464,0.027255441,-0.222153432,-0.124185426,-0.009548303,6.918965,-0.030384242,-0.502686094,-0.830992975,-0.021264652,0.231333084,0.23068,0,0,0.491858506,0.000693576
465,0.028199694,-0.195016401,-0.133217943,-0.000694234,14.7618,-0.028426548,-0.385465515,-0.323828239,-0.019234711,0.231322639,0.23539,0,0,0.491858506,0.000133779
466,0.030141649,-0.243465489,-0.149646714,-0.011344824,30.64865,-0.026439416,-0.348028116,-0.410339591,-0.023646149,0.221524385,0.03719,0,0.023690503,0.121835136,-0.000870626
467,0.030953758,-0.205890129,-0.121689897,-0.079126213,21.1516,-0.019964336,-0.604506424,-0.354667882,-0.020873116,0.215300021,0.20252,0,0,0.196375933,-0.000332095
468,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.233100055,0.03615,0,0,NA,-3.72E-05
469,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.236292976,0.03479,0,0,NA,-0.000157493
470,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.232903131,0.03479,0,0,NA,0.000501559
471,0.032693969,-0.166244036,-0.106657742,-0.0432942,34.41215,-0.004527573,-0.607257706,-0.248874091,-0.020563889,0.220837116,0.2285,0,0,0.336176358,-0.00064508
472,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.23279314,0.03479,0,0,NA,-0.000485311
473,0.030779962,-0.112848131,-0.112820277,-0.003378464,21.7899,0.000336318,-0.20826765,-0.543216881,-0.021207721,0.232790601,0.15457,0,0,NA,0.000232736
474,0.031954833,-0.224126328,-0.123826889,-0.095189009,20.3796,-0.014244213,-0.779161457,-0.374589179,-0.020773568,0.214871021,0.07633,0.621244287,0,0.324760023,0.000114734
475,0.03333625,-0.203785485,-0.107449106,-0.058442315,38.09515,-0.015249233,-0.740544912,-0.350107722,-0.013491133,0.229043805,0.24783,0,0,0.613721382,-0.000215005
476,0.030334309,-0.209095554,-0.139752553,0.004583422,41.35305,-0.055058295,-0.104967789,-0.389223326,-0.017616051,0.228776181,0.23046,0,0,0.26447454,0.000271342
477,0.030334309,-0.209095554,-0.139752553,0.004583422,41.35305,-0.055058295,-0.104967789,-0.389223326,-0.017616051,0.231542295,0.27561,0,0,-0.658136351,-0.000117843
478,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.233139442,0.03069,0,0,NA,-0.000221464
479,0.031876335,-0.144179413,-0.105798749,-0.018612956,118.0955,-0.00668408,-0.396465571,-0.630158499,-0.016901512,0.233107045,0.03069,0,0,NA,0.000242523
480,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.232832635,0.10002,0,0,NA,-0.000259435
481,0.031946685,-0.162871232,-0.11817087,-0.001179408,47.58895,-0.001607909,-0.303658153,-0.366281215,-0.018915159,0.225919686,0.02207,0,0,0.584167667,-8.70E-05
482,0.030141649,-0.243465489,-0.149646714,-0.011344824,30.64865,-0.026439416,-0.348028116,-0.410339591,-0.023646149,0.221602382,0.03719,0,0.023690503,0.126099165,-0.000846081
483,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.212683192,0.1079,0.050829696,0,-0.171468234,-0.001121988
484,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.212683192,0.1079,0.050829696,0,-0.219819273,-0.00096786
485,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.212549067,0.06357,0.420542491,0,-0.080484247,-0.000741503
486,0.033205005,-0.077640441,-0.103844222,-0.030300548,49.93195,-0.003831756,-0.307590941,-0.332246786,-0.015837269,0.232588201,0.18074,0,0,NA,-0.000158095
487,0.031222293,-0.163372023,-0.112144094,-0.009925942,6.592365,-0.005710251,-0.288278069,-0.526538215,-0.016528368,0.23629441,0.06877,0,0,NA,-0.000489474
488,0.032747883,-0.155825731,-0.101420582,-0.065284189,50.11565,-0.000737709,-0.913106235,-0.27458718,-0.013726771,0.207786831,0.06276,0,0,-0.305551575,-0.00057198
489,0.031023743,-0.255207801,-0.142151784,-0.015176293,30.8952,-0.018552465,-0.295366098,-0.483892927,-0.024582661,0.212632948,0.1079,0.050829696,0,-0.219819273,-0.000686061
