SITE,evap_anom,midsoil_anom,topsoil_anom,deepsoil_anom,Mean_cattle_density,s0_trend,sd_trend,ss_trend,e0_trend,c3_c4ratio,AHGF_FPC,Dryag_prop,Irriag_prop,racLdry_trend,EVItrend
1,0.028533142,-0.119914513,-0.108873884,0.010453844,5.29054,-0.036997128,-0.130206608,-0.384664607,-0.019411631,0.223722586,0.24149,0,0,0.244041332,-0.001013439
2,0.028533142,-0.119914513,-0.108873884,0.010453844,5.29054,-0.036997128,-0.130206608,-0.384664607,-0.019411631,0.223822202,0.24149,0,0,0.2349525,-0.000157166
3,0.028076473,-0.139110416,-0.100522759,0.002515321,6.362865,-0.024734329,-0.314453796,-0.662267345,-0.0208849,0.223725929,0.24149,0,0,-0.23472957,-0.000427051
4,0.028076473,-0.139110416,-0.100522759,0.002515321,6.362865,-0.024734329,-0.314453796,-0.662267345,-0.0208849,0.223677146,0.24149,0,0,-0.198825708,-0.000597459
5,0.028076473,-0.139110416,-0.100522759,0.002515321,6.362865,-0.024734329,-0.314453796,-0.662267345,-0.0208849,0.223755922,0.24149,0,0,-0.262020436,-0.000649551
6,0.028076473,-0.139110416,-0.100522759,0.002515321,6.362865,-0.024734329,-0.314453796,-0.662267345,-0.0208849,0.223736721,0.24149,0,0,-0.305792026,-0.00069551
7,0.028533142,-0.119914513,-0.108873884,0.010453844,5.29054,-0.036997128,-0.130206608,-0.384664607,-0.019411631,0.223850064,0.24149,0,0,-0.040498451,-0.000651095
8,0.030375196,-0.099098462,-0.119941633,0.009180312,15.11685,-0.035366863,-0.116476697,-0.717159307,-0.022961032,0.212581295,0.05568,0.03476049,0.059571412,-0.202031036,-0.000495394
9,0.030375196,-0.099098462,-0.119941633,0.009180312,15.11685,-0.035366863,-0.116476697,-0.717159307,-0.022961032,0.212644225,0.05568,0.03476049,0.059571412,0.139393336,-0.000358352
10,0.028544434,-0.146418953,-0.108948346,0.008294099,0.01245365,-0.033455726,-0.195806538,-0.399758835,-0.018423732,0.223604087,0.18233,0,0,0.034399375,-0.000425168
11,0.028544434,-0.146418953,-0.108948346,0.008294099,0.01245365,-0.033455726,-0.195806538,-0.399758835,-0.018423732,0.223509951,0.18233,0,0,0.034399375,0.000363848
12,0.030395003,-0.15444509,-0.107423971,-0.017276514,13.9329,-0.01757045,-0.330391189,-0.319031772,-0.0230443,0.206590355,0.14562,0.086368022,0,-0.082077602,-0.000621005
13,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.253864326,0.2172,0,0,0.467015128,-0.000536385
14,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.240511642,0.2172,0,0,0.774892442,-0.00046058
15,0.031003663,-0.172375991,-0.116999958,0.004688055,4.16175,-0.017536088,-0.17235279,-0.425640468,-0.017301251,0.220403641,0.10206,0.130485153,0,0.296138035,-0.000331307
16,0.031327557,-0.084831711,-0.098039673,-0.005187389,2.833435,0.003840869,-0.364428699,-0.303024163,-0.021130084,0.2318153,0.01347,0,0,-0.086604033,-0.00088943
17,0.031003663,-0.172375991,-0.116999958,0.004688055,4.16175,-0.017536088,-0.17235279,-0.425640468,-0.017301251,0.220429453,0.10206,0.130485153,0,-0.034327613,-0.000310868
18,0.031003663,-0.172375991,-0.116999958,0.004688055,4.16175,-0.017536088,-0.17235279,-0.425640468,-0.017301251,0.219913216,0.10206,0.130485153,0,-0.131192194,-0.0003584
19,0.029793277,-0.142505419,-0.093132243,-0.092195772,0.01226115,-0.012550106,-0.701362075,-0.237284851,-0.013988853,0.22550026,0.36057,0,0,-0.308170514,4.63E-05
20,0.031327557,-0.084831711,-0.098039673,-0.005187389,2.833435,0.003840869,-0.364428699,-0.303024163,-0.021130084,0.235209521,0.0475,0,0,-0.049506409,-0.00063121
21,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.235052928,0.01113,0,0,0.241970725,-0.001007615
22,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.215343177,0.08658,0.001929318,0,-0.334563649,-0.000683566
23,0.031003663,-0.172375991,-0.116999958,0.004688055,4.16175,-0.017536088,-0.17235279,-0.425640468,-0.017301251,0.219866051,0.10206,0.130485153,0,0.306515865,-0.000688795
24,0.033122108,-0.146792931,-0.099091129,-0.109942871,16.13815,-0.009880926,-0.965567716,-0.294900444,-0.019358897,0.210347769,0.18367,0.001190344,0,-0.202003017,-0.000600104
25,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.215324049,0.08658,0.001929318,0,0.489785353,-0.00070179
26,0.029793277,-0.142505419,-0.093132243,-0.092195772,0.01226115,-0.012550106,-0.701362075,-0.237284851,-0.013988853,0.225721762,0.15321,0,0,-0.06633718,0.000101775
27,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.235042083,0.01113,0,0,0.439098177,-0.000833215
28,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.215305543,0.08658,0.001929318,0,0.032463231,-0.000322138
29,0.03284901,-0.156759219,-0.102384838,-0.055018082,7.9851,-0.015709937,-0.637324964,-0.392538886,-0.020018199,0.215274111,0.11298,0,0,-0.193003865,-0.000483636
30,0.027555474,-0.138579671,-0.12265734,0.009079207,5.483475,-0.051796072,-0.107163657,-0.303923786,-0.017959017,0.225541046,0.15321,0,0,-0.411441933,-0.000579296
31,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.235122733,0.01113,0,0,-0.022905771,-0.001054443
32,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.215320726,0.22852,0,0,0.027673564,-0.000799753
33,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.215126675,0.14453,0,0,0.204596185,-0.000209527
34,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.215190584,0.08658,0.001929318,0,0.147055288,-0.000528913
35,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.235094946,0.0475,0,0,-0.232383791,-0.000371084
36,0.031003663,-0.172375991,-0.116999958,0.004688055,4.16175,-0.017536088,-0.17235279,-0.425640468,-0.017301251,0.224696215,0.21676,0.201541743,0,-0.478157302,-0.000898722
37,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.214858556,0.22852,0.001929318,0,-0.250456312,-5.06E-05
38,0.031327557,-0.084831711,-0.098039673,-0.005187389,2.833435,0.003840869,-0.364428699,-0.303024163,-0.021130084,0.23506313,0.0475,0,0,-0.158563757,-0.001073683
39,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.230486154,0.20016,0,0,-0.135505713,-0.001312486
40,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.230448839,0.20016,0,0,-0.006967995,-0.001442537
41,0.03284901,-0.156759219,-0.102384838,-0.055018082,7.9851,-0.015709937,-0.637324964,-0.392538886,-0.020018199,0.215391712,0.11298,0,0,0.064633302,9.62E-05
42,0.03284901,-0.156759219,-0.102384838,-0.055018082,7.9851,-0.015709937,-0.637324964,-0.392538886,-0.020018199,0.223511694,0.11298,0,0,-0.198891812,-0.000290822
43,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.230421629,0.20016,0,0,-0.223233456,-0.001310869
44,0.031003663,-0.172375991,-0.116999958,0.004688055,4.16175,-0.017536088,-0.17235279,-0.425640468,-0.017301251,0.224454587,0.21676,0.201541743,0,-0.281856484,-0.000247259
45,0.029793277,-0.142505419,-0.093132243,-0.092195772,0.01226115,-0.012550106,-0.701362075,-0.237284851,-0.013988853,0.22571792,0.15321,0,0,-0.448312349,-2.24E-05
46,0.031327557,-0.084831711,-0.098039673,-0.005187389,2.833435,0.003840869,-0.364428699,-0.303024163,-0.021130084,0.260067411,0.01513,0,0,-0.311052286,4.58E-07
47,0.031327557,-0.084831711,-0.098039673,-0.005187389,2.833435,0.003840869,-0.364428699,-0.303024163,-0.021130084,0.260066823,0.01513,0,0,-0.235072593,-0.000621267
48,0.03284901,-0.156759219,-0.102384838,-0.055018082,7.9851,-0.015709937,-0.637324964,-0.392538886,-0.020018199,0.215338845,0.11298,0,0,0.094193791,-0.000187214
49,0.03284901,-0.156759219,-0.102384838,-0.055018082,7.9851,-0.015709937,-0.637324964,-0.392538886,-0.020018199,0.215337943,0.11298,0,0,-0.292345977,-0.000231849
50,0.031142458,-0.142912966,-0.109072555,-0.024672435,4.48526,-0.003554984,-1.155029153,-0.797744897,-0.016006484,0.230429792,0.2452,0,0,-0.12006533,-0.001335787
51,0.033122108,-0.146792931,-0.099091129,-0.109942871,16.13815,-0.009880926,-0.965567716,-0.294900444,-0.019358897,0.210340101,0.18234,0.058273634,0,-0.075541173,-0.001247349
52,0.029793277,-0.142505419,-0.093132243,-0.092195772,0.01226115,-0.012550106,-0.701362075,-0.237284851,-0.013988853,0.225284361,0.15321,0,0,-0.250023415,-0.000429028
53,0.031959604,-0.130998158,-0.104546437,-0.031625706,2.607865,-0.000167942,-0.663517433,-0.28406624,-0.025789662,0.234557649,0.16439,0,0,-0.648907342,-0.000608386
54,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.21520208,0.10186,0,0,-0.147787858,-0.000527981
55,0.033553306,-0.154918645,-0.098694078,-0.094475217,16.506,-0.010740747,-0.975300133,-0.408770902,-0.018768245,0.21535096,0.11298,0,0,0.19141005,0.000162269
56,0.03373373,-0.158444325,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958682,-0.022850703,0.215282445,0.11298,0,0,0.01772454,-8.06E-05
57,0.030600905,-0.203746432,-0.126104098,0.006177308,10.4825,-0.024204673,-0.148301362,-0.491840389,-0.026508958,0.224700418,0.10006,0.143087928,0.079072532,-0.096533675,-0.000270231
58,0.031623473,-0.207464388,-0.114228893,-0.015515449,11.3553,-0.015967524,-0.554597868,-0.69274138,-0.021913731,0.207045648,0.04552,0.158283209,0,0.069270197,-0.001522003
59,0.031623473,-0.207464388,-0.114228893,-0.015515449,11.3553,-0.015967524,-0.554597868,-0.69274138,-0.021913731,0.210545261,0.01801,0.417649985,0,0.386350754,-0.001194677
60,0.03373373,-0.158444325,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958682,-0.022850703,0.215390394,0.11298,0,0,0.242536806,0.000368832
61,0.03373373,-0.158444325,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958682,-0.022850703,0.215477364,0.11298,0,0,0.242536806,-0.000562588
62,0.032151957,-0.15847161,-0.104936682,-0.012413192,41.87405,4.26E-05,-0.304386981,-0.465747675,-0.021336599,0.260088287,0.16439,0,0,-0.295378703,-0.000978199
63,0.032519849,-0.189325588,-0.110311533,-0.019332926,25.8943,-0.014019074,-0.507624817,-0.701144213,-0.022803201,0.215460871,0.10186,0,0,-0.135089526,6.50E-05
64,0.03137591,-0.168268803,-0.104545899,0.004149405,21.2106,-0.008991447,-0.145459066,-0.410295381,-0.019497157,0.260074106,0.02155,0,0,-0.376625098,-0.001105068
65,0.032151957,-0.158471614,-0.104936682,-0.012413192,41.87405,4.26E-05,-0.304386981,-0.465747693,-0.021336599,0.235018115,0.16439,0,0,-0.289807133,-0.000899013
66,0.031946926,-0.162604669,-0.106660086,-0.044134926,1.88432,-0.003786245,-0.832392915,-0.314629403,-0.016444596,0.230392298,0.12034,0,0,-0.367799549,-0.000240288
67,0.031623473,-0.207464367,-0.114228893,-0.015515449,11.3553,-0.015967524,-0.554597868,-0.692741198,-0.021913731,0.209758746,0.05197,0.701054661,0,0.014017303,-0.002532402
68,0.031623473,-0.207464367,-0.114228893,-0.015515449,11.3553,-0.015967524,-0.554597868,-0.692741198,-0.021913731,0.209758746,0.05197,0.701054661,0,0.014017303,-0.003429546
69,0.03137591,-0.168268828,-0.104545899,0.004149405,21.2106,-0.008991447,-0.145459066,-0.4102948,-0.019497157,0.243540708,0.01819,0,0,-0.01187557,-0.000918626
70,0.031946926,-0.162604669,-0.106660086,-0.044134926,1.88432,-0.003786245,-0.832392915,-0.314629403,-0.016444596,0.229023039,0.3686,0,0,0.107473299,-0.00047052
71,0.03373373,-0.15844433,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958389,-0.022850703,0.215488987,0.07628,0.023997808,0,0.124805541,-0.000604144
72,0.031946926,-0.162604669,-0.106660086,-0.044134926,1.88432,-0.003786245,-0.832392915,-0.314629403,-0.016444596,0.230308542,0.1982,0,0,-0.397674855,-0.001127183
73,0.032033927,-0.170638578,-0.109810199,-0.057681597,1.784,-0.005409174,-0.909454197,-0.309693227,-0.01576372,0.229026454,0.3686,0,0,-0.069122923,-0.000536652
74,0.030600905,-0.203746421,-0.126104098,0.006177308,10.4825,-0.024204673,-0.148301362,-0.49184039,-0.026508958,0.224804469,0.10006,0.143087928,0.079072532,0.265211079,-0.000356572
75,0.031623473,-0.207464367,-0.114228893,-0.015515449,11.3553,-0.015967524,-0.554597868,-0.692741198,-0.021913731,0.209522084,0.0808,0.093800422,0,0.294244826,-0.002474077
76,0.032519849,-0.189325591,-0.110311533,-0.019332926,25.8943,-0.014019074,-0.507624817,-0.70114419,-0.022803201,0.215222014,0.07628,0.023997808,0,0.12842511,-0.000610278
77,0.027891583,-0.149171358,-0.130468345,0.008225482,8.824245,-0.056943484,-0.098732838,-0.34680367,-0.016925304,0.225435964,0.31017,0,0,-0.282101549,0.000474295
78,0.03137591,-0.168268828,-0.104545899,0.004149405,21.2106,-0.008991447,-0.145459066,-0.4102948,-0.019497157,0.250229512,0.02155,0,0,-0.147364745,-0.000637636
79,0.033070859,-0.155087982,-0.105127922,-0.018408884,20.51395,-0.001842645,-0.653550917,-0.476669002,-0.016973861,0.216978085,0.41823,0,0,0.854700488,0.000125244
80,0.03373373,-0.15844433,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958389,-0.022850703,0.218322778,0.10202,0,0,-0.130372852,-0.000550663
81,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240169228,0.07014,0,0,-0.521354023,-0.000771614
82,0.03137591,-0.168268828,-0.104545899,0.004149405,21.2106,-0.008991447,-0.145459066,-0.4102948,-0.019497157,0.250242588,0.02155,0,0,0.017100163,-0.000589069
83,0.031129616,-0.184977952,-0.115061356,-0.027688678,2.00986,-0.015766171,-0.591692607,-0.451435513,-0.024110883,0.227331798,0.03996,0.048290764,0,0.110950219,-0.00064073
84,0.03373373,-0.15844433,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958389,-0.022850703,0.218369116,0.25755,0,0,0.425743542,-0.000477049
85,0.031129616,-0.184977952,-0.115061356,-0.027688678,2.00986,-0.015766171,-0.591692607,-0.451435513,-0.024110883,0.227301489,0.03996,0.048290764,0,0.110950219,-0.00064073
86,0.03373373,-0.15844433,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958389,-0.022850703,0.214110445,0.10202,0,0,-0.464112699,-0.000251286
87,0.031946926,-0.162604669,-0.106660086,-0.044134926,1.88432,-0.003786245,-0.832392915,-0.314629403,-0.016444596,0.213350231,0.0858,0,0,-0.891756393,-0.00049335
88,0.03373373,-0.15844433,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958389,-0.022850703,0.214198501,0.10202,0,0,-0.201492192,-0.000464205
89,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.228473416,0.0176,0,0,NA,-0.001076958
90,0.031623473,-0.207464367,-0.114228893,-0.015515449,11.3553,-0.015967524,-0.554597868,-0.692741198,-0.021913731,0.210527702,0.15402,0.396032595,0,0.017626169,-0.000804758
91,0.03373373,-0.15844433,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958389,-0.022850703,0.213879232,0.10202,0,0,0.047957905,7.50E-05
92,0.032065087,-0.191851554,-0.09262322,-0.00658938,66.39535,0.006693782,-0.282106976,-0.369038082,-0.02236434,0.2284982,0.04802,0,0,NA,-0.000607692
93,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240208428,0.03847,0,0,0.427884701,-0.001156069
94,0.03137591,-0.168268828,-0.104545899,0.004149405,21.2106,-0.008991447,-0.145459066,-0.4102948,-0.019497157,0.240106349,0.06391,0,0,-0.022834586,-0.001184884
96,0.032065087,-0.191851554,-0.09262322,-0.00658938,66.39535,0.006693782,-0.282106976,-0.369038082,-0.02236434,0.228491825,0.04802,0,0,NA,-0.000863342
97,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.24023343,0.03847,0,0,0.455173101,-0.001324922
98,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240220398,0.03847,0,0,0.342557659,-0.001020171
99,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240205039,0.03847,0,0,0.427884701,-0.000768867
100,0.032151957,-0.158471615,-0.104936682,-0.012413192,41.87405,4.26E-05,-0.304386981,-0.465746819,-0.021336599,0.250269069,0.04756,0,0,0.086540622,-0.000740371
101,0.031946926,-0.162604669,-0.106660086,-0.044134926,1.88432,-0.003786245,-0.832392915,-0.314629403,-0.016444596,0.217216606,0.0858,0,0,-0.643995294,-0.00049653
102,0.033070859,-0.155087982,-0.105127922,-0.018408884,20.51395,-0.001842645,-0.653550917,-0.476669002,-0.016973861,0.21686394,0.3799,0,0,0.035068021,0.000548989
103,0.031946926,-0.162604669,-0.106660086,-0.044134926,1.88432,-0.003786245,-0.832392915,-0.314629403,-0.016444596,0.217273301,0.16371,0,0,-0.037665786,-0.000712181
104,0.030309013,-0.216137826,-0.100979649,-0.00308701,2.082175,-0.00340685,-0.186128299,-0.41893945,-0.019092701,0.235405321,0.03057,0,0,NA,-0.000593904
105,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.235354186,0.00751,0,0,NA,-0.000704541
106,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.228475335,0.0176,0,0,NA,-0.000428475
107,0.032065087,-0.191851554,-0.09262322,-0.00658938,66.39535,0.006693782,-0.282106976,-0.369038082,-0.02236434,0.246892224,0.07364,0,0,NA,-0.000865247
108,0.03373373,-0.15844433,-0.099586499,-0.11221438,7.461515,-0.010064904,-0.90123512,-0.364958389,-0.022850703,0.218131777,0.11987,0,0,0.633132818,3.89E-05
109,0.030309013,-0.216137826,-0.100979649,-0.00308701,2.082175,-0.00340685,-0.186128299,-0.41893945,-0.019092701,0.260091189,0.03057,0,0,NA,-0.001304204
110,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.235380388,0.00751,0,0,NA,-0.000555287
111,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.235448102,0.00751,0,0,NA,-0.000429388
112,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240224089,0.03847,0,0,0.102665655,-0.000822644
113,0.03137591,-0.168268828,-0.104545899,0.004149405,21.2106,-0.008991447,-0.145459066,-0.4102948,-0.019497157,0.250341857,0.04756,0,0,-0.425920188,-0.000680375
114,0.031623473,-0.207464367,-0.114228893,-0.015515449,11.3553,-0.015967524,-0.554597868,-0.692741198,-0.021913731,0.217342516,0.05506,0.351437185,0,0.356648558,-0.001572262
115,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.228502059,0.0176,0,0,NA,-0.00029013
116,0.032065087,-0.191851554,-0.09262322,-0.00658938,66.39535,0.006693782,-0.282106976,-0.369038082,-0.02236434,0.228447049,0.03901,0,0,NA,-0.000342271
117,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.246940237,0.07613,0,0,0.295066359,-0.000952834
118,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240259235,0.03847,0,0,0.268929729,-0.00096319
119,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240224089,0.03847,0,0,0.102665655,-0.000840238
120,0.031695973,-0.195742263,-0.098935729,-0.0019,68.65675,-0.003229568,-0.17995681,-0.300833771,-0.027370568,0.240212916,0.03847,0,0,0.102665655,-0.000434742
121,0.03137591,-0.168268828,-0.104545899,0.004149405,21.2106,-0.008991447,-0.145459066,-0.4102948,-0.019497157,0.240046064,0.00207,0,0,-0.278012985,-0.000755406
122,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.23532708,0.00751,0,0,NA,-0.000586208
123,0.030193664,-0.20675419,-0.103333847,0.000420842,14.96805,-0.003201672,-0.178770341,-0.353664146,-0.021750248,0.228533859,0.03144,0,0,NA,-0.000413398
124,0.032065087,-0.191851554,-0.09262322,-0.00658938,66.39535,0.006693782,-0.282106976,-0.369038082,-0.02236434,0.228489655,0.03901,0,0,NA,-0.0004494
125,0.032033927,-0.170638578,-0.109810199,-0.057681597,1.784,-0.005409174,-0.909454197,-0.309693227,-0.01576372,0.213365315,0.05222,0,0,0.117705957,-0.000541122
126,0.03167408,-0.220765616,-0.105691441,-0.009811583,2.147065,-0.009787553,-0.302841097,-0.625261214,-0.015729937,0.260193454,0.26737,0,0,NA,-0.000272516
127,0.030012061,-0.156921968,-0.103824786,-0.013070236,9.3622,-0.000802661,-0.317339258,-0.436878298,-0.017481117,0.228512046,0.03144,0,0,NA,-0.000513534
128,0.031676693,-0.112400295,-0.103937291,0.001921256,69.4651,0.003398589,-0.137806754,-0.202317444,-0.024445573,0.240252979,0.03847,0,0,0.455216279,-0.000499372
129,0.028699008,-0.163407927,-0.133357657,0.008470466,4.64475,-0.046032931,-0.113661855,-0.395439016,-0.016550279,0.235670076,0.28755,0,0,-0.002569015,-0.000541399
130,0.030012061,-0.156921968,-0.103824786,-0.013070236,9.3622,-0.000802661,-0.317339258,-0.436878298,-0.017481117,0.235332049,0.00751,0,0,NA,-0.000680977
131,0.031886227,-0.152283348,-0.107409444,-0.001209494,10.7941,-0.001733622,-0.153808442,-0.364013522,-0.025809149,0.250334384,0.04756,0,0,-0.147372715,0.000670609
132,0.032801179,-0.164976435,-0.104293917,-0.062295721,3.313585,-0.004440316,-1.01304627,-0.280032351,-0.017768096,0.213290827,0.05296,0,0,0.043389082,-0.000501399
133,0.02961174,-0.1894007,-0.137798215,0.007730165,5.39376,-0.036672657,-0.129676912,-0.688072546,-0.021085379,0.217340637,0.05506,0.351437185,0,0.040157132,-0.001111826
134,0.033540975,-0.198811749,-0.104348462,-0.087844305,7.101325,-0.011710507,-0.871497433,-0.559198635,-0.022366269,0.218403055,0.18363,0,0,0.228195258,-0.000535382
135,0.028699008,-0.163407927,-0.133357657,0.008470466,4.64475,-0.046032931,-0.113661855,-0.395439016,-0.016550279,0.235660437,0.28755,0,0,-0.232304715,-0.000505447
136,0.030012061,-0.156921968,-0.103824786,-0.013070236,9.3622,-0.000802661,-0.317339258,-0.436878298,-0.017481117,0.235313789,0.00751,0,0,NA,-0.000448028
137,0.030012061,-0.156921968,-0.103824786,-0.013070236,9.3622,-0.000802661,-0.317339258,-0.436878298,-0.017481117,0.235318644,0.03144,0,0,NA,-0.000988192
138,0.030012061,-0.156921968,-0.103824786,-0.013070236,9.3622,-0.000802661,-0.317339258,-0.436878298,-0.017481117,0.228500003,0.03144,0,0,NA,-0.000793658
139,0.031299563,-0.150850423,-0.102556645,-0.015110949,66.9193,0.002995289,-0.419623869,-0.394595292,-0.018697036,0.246801489,0.06611,0,0,NA,-0.000507608
140,0.031299563,-0.150850423,-0.102556645,-0.015110949,66.9193,0.002995289,-0.419623869,-0.394595292,-0.018697036,0.246801489,0.06611,0,0,NA,-0.000625929
141,0.031676693,-0.112400295,-0.103937291,0.001921256,69.4651,0.003398589,-0.137806754,-0.202317444,-0.024445573,0.246954374,0.07613,0,0,-0.114426213,-0.000927389
142,0.031886227,-0.152283348,-0.107409444,-0.001209494,10.7941,-0.001733622,-0.153808442,-0.364013522,-0.025809149,0.240174126,0.06893,0,0,0.193874499,-0.000291308
143,0.031886227,-0.152283348,-0.107409444,-0.001209494,10.7941,-0.001733622,-0.153808442,-0.364013522,-0.025809149,0.240093545,0.00461,0,0,-0.315302167,-0.000789367
144,0.030639285,-0.101857917,-0.109331854,0.003126554,1.733985,-0.007907263,-0.210334719,-0.556928757,-0.019470261,0.216776251,0.31585,0,0,0.176205216,2.55E-05
145,0.029097818,-0.196888888,-0.113169751,0.000215023,9.445495,-0.026235575,-0.34686904,-0.413596607,-0.017401671,0.235633531,0.28755,0,0,0.335740098,-0.000450315
146,0.030012499,-0.15649986,-0.109008523,2.83E-05,2.20437,-0.00207128,-0.120043701,-0.419553795,-0.017630534,0.235387069,0.03057,0,0,NA,-0.000106115
147,0.032147065,-0.171106682,-0.099749413,-0.033655488,40.6103,-0.000433172,-1.061864331,-0.599220843,-0.016814729,0.250354725,0.127,0,0,-0.477052953,-0.000617959
148,0.030639285,-0.101857917,-0.109331854,0.003126554,1.733985,-0.007907263,-0.210334719,-0.556928757,-0.019470261,0.217123614,0.11451,0,0,0.010172105,-0.000867807
149,0.030118174,-0.190357318,-0.135050965,0.0073204,24.6382,-0.037618176,-0.166083559,-0.772322184,-0.020543721,0.217321123,0.0547,0.008499385,0,-0.168105929,-3.68E-05
150,0.031886227,-0.152283348,-0.107409444,-0.001209494,10.7941,-0.001733622,-0.153808442,-0.364013522,-0.025809149,0.240199364,0.03507,0,0,0.305395845,-0.000688335
151,0.031886227,-0.152283348,-0.107409444,-0.001209494,10.7941,-0.001733622,-0.153808442,-0.364013522,-0.025809149,0.240161369,0.00461,0,0,-0.377217342,-0.000882799
152,0.030796712,-0.17525076,-0.115446834,-0.079651492,1.662455,-0.011846784,-0.405062792,-0.277336106,-0.024498417,0.227426078,0.05189,0,0,-0.182873961,-0.00132817
153,0.031676693,-0.112400295,-0.103937291,0.001921256,69.4651,0.003398589,-0.137806754,-0.202317444,-0.024445573,0.246996499,0.06639,0,0,NA,-0.000704847
154,0.031676693,-0.112400295,-0.103937291,0.001921256,69.4651,0.003398589,-0.137806754,-0.202317444,-0.024445573,0.246985869,0.06639,0,0,-0.339269337,-0.000180286
